Interviewee ID,Recommender ID,Job Title applying to,Experience (Job),Experience (years),Skills Vouched for,Phrases,Recommender Job,Combined Text,Superlative Score,Normalized Superlative Score
480,101,,,,"strong capability, proficiency, immense pleasure, continuous improvement, staff, transparency, remarkable professional, leadership, financial dealings, financial systems, stakeholders, tenure, commitment, organizations, capacity, detailed financial reports, accounting, levels, substantial budget, exemplary force, culture, profit, operations, fortunate organization, budgeting, talent",,Chief Executive Officer,"strong capability, proficiency, immense pleasure, continuous improvement, staff, transparency, remarkable professional, leadership, financial dealings, financial systems, stakeholders, tenure, commitment, organizations, capacity, detailed financial reports, accounting, levels, substantial budget, exemplary force, culture, profit, operations, fortunate organization, budgeting, talent ",0.71991175,0.5473397
646,719,,,,"level, simplest dishes, care, barista, remarkable creativity, detail, innovative ways, delectable desserts, passion, leftover grounds, true gem, ability, flair, time, presentations, commitment, teams, resourcefulness, shop, incredible skills, impeccable standards, attention, experiences, taste, coordinator, culinary world, doubt, artistic side, outstanding professional, development, kitchen",,barista in a small-town coffee shop,"level, simplest dishes, care, barista, remarkable creativity, detail, innovative ways, delectable desserts, passion, leftover grounds, true gem, ability, flair, time, presentations, commitment, teams, resourcefulness, shop, incredible skills, impeccable standards, attention, experiences, taste, coordinator, culinary world, doubt, artistic side, outstanding professional, development, kitchen ",0.72185564,0.54319054
646,368,,,,"leftovers, staff, exceptional capacity, compliance, diverse operations, team leadership, environments, remarkable skills, positive attitude, creative culinary offerings, extensive knowledge, settings, table, endeavor, remarkable ability, effective leadership, several interdisciplinary projects, creativity, remarkable adaptability, challenges, decades, current role, software development, development, standards",positive attitude,,"leftovers, staff, exceptional capacity, compliance, diverse operations, team leadership, environments, remarkable skills, positive attitude, creative culinary offerings, extensive knowledge, settings, table, endeavor, remarkable ability, effective leadership, several interdisciplinary projects, creativity, remarkable adaptability, challenges, decades, current role, software development, development, standards positive attitude",0.75114226,0.54319054
646,570,,,,"preservation, leftovers, thorough attention, remarkable contributions, skills, innovative menus, detail, efforts, unique pleasure, exquisite dishes, passion, role, efficiency, adaptability, dedicated professional, invaluable skills, commitment, capacity, resourcefulness, culinary operations, unmatched expertise, uncanny ability, Such creativity, utilization, settings, exemplary model, endangered species, sustainability, projects",strong work ethic,Wildlife Conservation Specialist,"preservation, leftovers, thorough attention, remarkable contributions, skills, innovative menus, detail, efforts, unique pleasure, exquisite dishes, passion, role, efficiency, adaptability, dedicated professional, invaluable skills, commitment, capacity, resourcefulness, culinary operations, unmatched expertise, uncanny ability, Such creativity, utilization, settings, exemplary model, endangered species, sustainability, projects strong work ethic",0.7487996,0.54319054
646,6,,,,"leftovers, diverse groups, industry, effective programs, design, distinct skills, professionals, role, collaboration, stakeholders, advocacy, stellar record, sector, incredible leadership, arena, other hand, uncanny ability, outstanding skills, pleasure, endeavor, pressure, informed decisions, sustainability, creativity, numerous events, strong commitment, innovative thinking, expertise, Organizer",,,"leftovers, diverse groups, industry, effective programs, design, distinct skills, professionals, role, collaboration, stakeholders, advocacy, stellar record, sector, incredible leadership, arena, other hand, uncanny ability, outstanding skills, pleasure, endeavor, pressure, informed decisions, sustainability, creativity, numerous events, strong commitment, innovative thinking, expertise, Organizer ",0.7246673,0.54319054
222,734,,,,"numerous individuals, effective programs, Consultant, strategic objectives, initiatives, promotion, positive change, innovative solutions, remarkable role, sector, organization, pleasure, public health, remarkable ability, volumes, strategic vision, deep understanding, various providers, exceptional leadership",,Healthcare Consulting Project Associate,"numerous individuals, effective programs, Consultant, strategic objectives, initiatives, promotion, positive change, innovative solutions, remarkable role, sector, organization, pleasure, public health, remarkable ability, volumes, strategic vision, deep understanding, various providers, exceptional leadership ",0.7378216,0.41452536
222,330,,,,"consulting, diverse range, care, combined expertise, operational performance, clinical teams, providers, realm, promotion, contributions, complex technologies, dedicated professional, ability, analytical expertise, strong quality, growth, collaborative partnership, delivery, accounting, executives, opportunity, deep understanding, various stakeholders, innovative programs, transformative solutions",,Health Systems Analyst,"consulting, diverse range, care, combined expertise, operational performance, clinical teams, providers, realm, promotion, contributions, complex technologies, dedicated professional, ability, analytical expertise, strong quality, growth, collaborative partnership, delivery, accounting, executives, opportunity, deep understanding, various stakeholders, innovative programs, transformative solutions ",0.7416754,0.41452536
222,967,,,,"wellness, strategic initiatives, providers, role, marketing, products, contributions, operational goals, ability, collaboration, profound knowledge, successful programs, various settings, interactions, skilled Consultant, organization, pleasure, public health, volumes, opportunity, adeptness, winning programs, diverse teams, expertise",,Healthcare Marketing Specialist,"wellness, strategic initiatives, providers, role, marketing, products, contributions, operational goals, ability, collaboration, profound knowledge, successful programs, various settings, interactions, skilled Consultant, organization, pleasure, public health, volumes, opportunity, adeptness, winning programs, diverse teams, expertise ",0.7154677,0.41452536
222,25,,,,"professional, networks, extensive initiatives, professionals, recognized program, providers, initiatives, promotion, passion, leadership, healthy living, collaboration, diverse populations, operational efficiencies, notable institutions, commitment, sector, capacity, systems, organization, engagement, complementary skills, innovative programs, training, improved engagement, preventive care, knowledge",,,"professional, networks, extensive initiatives, professionals, recognized program, providers, initiatives, promotion, passion, leadership, healthy living, collaboration, diverse populations, operational efficiencies, notable institutions, commitment, sector, capacity, systems, organization, engagement, complementary skills, innovative programs, training, improved engagement, preventive care, knowledge ",0.7176407,0.41452536
222,40,,,,"quality, exceptional expertise, diverse clientele, skills, industry, life, significant growth, promotion, marketing, comprehensive strategies, leadership, privilege, specialist, ability, countless individuals, innovative approach, dynamic consultant, consultant, settings, organization, residential program, health, remarkable talent, winning programs, strategic insights, various stakeholders, implementation, development",,healthcare marketing specialist,"quality, exceptional expertise, diverse clientele, skills, industry, life, significant growth, promotion, marketing, comprehensive strategies, leadership, privilege, specialist, ability, countless individuals, innovative approach, dynamic consultant, consultant, settings, organization, residential program, health, remarkable talent, winning programs, strategic insights, various stakeholders, implementation, development ",0.73296857,0.41452536
222,105,,,,"leading organization, understanding, immense value, operational excellence, strategies, ability, services, wealth, time, commitment, exceptional Consultant, groundbreaking initiative, consultant, pleasure, extensive projects, accolades, opportunity, fortunate organization, innovative programs, various medical institutions, healthcare, development, expertise, knowledge",,Preventative Healthcare Intern,"leading organization, understanding, immense value, operational excellence, strategies, ability, services, wealth, time, commitment, exceptional Consultant, groundbreaking initiative, consultant, pleasure, extensive projects, accolades, opportunity, fortunate organization, innovative programs, various medical institutions, healthcare, development, expertise, knowledge ",0.7223763,0.41452536
813,989,,both rotary wing and fixed wing aircraft,16.0,"quality, approach, industry, combination, excellence, fellow technicians, aerospace, crew, aircraft, operational efficiency, ability, goals, time, continuous learning, processes, career, pleasure, remarkable technical skills, assembly, minimal defects, culture, technical expertise, high standards, fuselage, strong collaborative spirit, maintainers, expertise",,Lead Aerospace Assembler,"quality, approach, industry, combination, excellence, fellow technicians, aerospace, crew, aircraft, operational efficiency, ability, goals, time, continuous learning, processes, career, pleasure, remarkable technical skills, assembly, minimal defects, culture, technical expertise, high standards, fuselage, strong collaborative spirit, maintainers, expertise ",0.7311283,0.4843498
813,168,,,,"human resources, industry, excellence, managed teams, professional, contrast, professionals, multiple awards, leadership, ability, exemplary craftsmanship, commitment, sector, programs, procedures, technical skills, depth, diverse set, invaluable asset, organization, assembly, thorough audits, rigorous standards, training, results, cohesion, knowledge",natural leader,,"human resources, industry, excellence, managed teams, professional, contrast, professionals, multiple awards, leadership, ability, exemplary craftsmanship, commitment, sector, programs, procedures, technical skills, depth, diverse set, invaluable asset, organization, assembly, thorough audits, rigorous standards, training, results, cohesion, knowledge natural leader",0.73421586,0.4843498
679,469,,,,"facing role, strong skills, willingness, excellence, transactions, Aide, immense value, qualities, rapport, enthusiasm, ability, communication, collaborative spirit, diligent player, paced environments, interactions, customer service, settings, organization, patients, fantastic asset, customers, proactive approach, expertise",,Physical Therapy Aide,"facing role, strong skills, willingness, excellence, transactions, Aide, immense value, qualities, rapport, enthusiasm, ability, communication, collaborative spirit, diligent player, paced environments, interactions, customer service, settings, organization, patients, fantastic asset, customers, proactive approach, expertise ",0.73649937,0.6124183
679,806,,,,"rapport, dynamics, positive attitude, teamwork, competitive retail sector, sales, strong commitment, remarkable crucial skills, excellence, communication, payments, outreach, customer service, technical proficiency, collaboration, capabilities, values, organizational goals",positive attitude,Quality Analyst and Performing Arts Director has ingrained the values of teamwork and effective communication,"rapport, dynamics, positive attitude, teamwork, competitive retail sector, sales, strong commitment, remarkable crucial skills, excellence, communication, payments, outreach, customer service, technical proficiency, collaboration, capabilities, values, organizational goals positive attitude",0.7460137,0.6124183
684,233,,,,"outstanding organizational skills, project management, addition, detail, valuable insight, exceptional professional, privilege, ability, impressive logistical coordination, deep commitment, time, growth, programs, processes, productivity, positive experiences, engagement, events, multifaceted projects, development, training, future endeavors, participants, diverse teams, projects",,Project Coordinator with extensive experience managing multifaceted projects and leading diverse teams,"outstanding organizational skills, project management, addition, detail, valuable insight, exceptional professional, privilege, ability, impressive logistical coordination, deep commitment, time, growth, programs, processes, productivity, positive experiences, engagement, events, multifaceted projects, development, training, future endeavors, participants, diverse teams, projects ",0.74037063,0.4999272
684,164,,,,"diverse range, quality, project management, exceptional skills, industry, excellence, professional, community, unwavering commitment, realm, complex challenges, specific skills, dedicated professional, internal processes, ability, palpable enthusiasm, effective solutions, collaboration, logistics, time, multiple responsibilities, organization, events, educational opportunities, operations, training, decade, implementation, development",,Training Assistant,"diverse range, quality, project management, exceptional skills, industry, excellence, professional, community, unwavering commitment, realm, complex challenges, specific skills, dedicated professional, internal processes, ability, palpable enthusiasm, effective solutions, collaboration, logistics, time, multiple responsibilities, organization, events, educational opportunities, operations, training, decade, implementation, development ",0.7357373,0.4999272
684,488,,,,"project management, impactful programs, solutions, databases, detail, commitments, role, leadership, operational issues, internal processes, services, ability, communication, solid understanding, support, logistics, stakeholders, initiative, programs, customer service, experiences, aptitude, opportunity, engagement, events, complex processes, challenges, training, future endeavors, exceptional organizational skills",,Program Assistant,"project management, impactful programs, solutions, databases, detail, commitments, role, leadership, operational issues, internal processes, services, ability, communication, solid understanding, support, logistics, stakeholders, initiative, programs, customer service, experiences, aptitude, opportunity, engagement, events, complex processes, challenges, training, future endeavors, exceptional organizational skills ",0.72504085,0.4999272
214,381,,,,"skilled professional, detail, exemplary ethic, complex financial tasks, adaptability, accounts, communication, expertise, teams, journey, financial analysis, accounting, attention, changing landscape, processes, career, organization, pleasure, accurate financial representation, doubt, flexibility, impressive evolution, standards",,Senior Accountant with extensive experience in financial management and revenue maximization,"skilled professional, detail, exemplary ethic, complex financial tasks, adaptability, accounts, communication, expertise, teams, journey, financial analysis, accounting, attention, changing landscape, processes, career, organization, pleasure, accurate financial representation, doubt, flexibility, impressive evolution, standards ",0.73439056,0.5715185
214,606,,,,"overall financial operations, proficiency, unit, various software, excellence, detail, accountant, exceptional results, complex financial processes, impressive capabilities, meticulous reconciliations, ability, seasoned accountant, financial being, departments, financial analysis, accounting, meticulous attention, organization, various capacities, endeavor, exceptional accountant, opportunity, forecasts, colleagues, expertise, insightful analyses",,,"overall financial operations, proficiency, unit, various software, excellence, detail, accountant, exceptional results, complex financial processes, impressive capabilities, meticulous reconciliations, ability, seasoned accountant, financial being, departments, financial analysis, accounting, meticulous attention, organization, various capacities, endeavor, exceptional accountant, opportunity, forecasts, colleagues, expertise, insightful analyses ",0.7312215,0.5715185
214,30,,,,"valuable contribution, strong skills, cross - functional teams, excellence, accountant, same meticulousness, practice, role, major projects, managers, expenditures, ability, communication, seasoned accountant, large projects, aspect, complex reconciliations, remarkable record, financial reporting, evolving processes, organization, precision, various systems, doubt, keen appreciation, financial aspects, expertise",,Project Accountant on major construction projects,"valuable contribution, strong skills, cross - functional teams, excellence, accountant, same meticulousness, practice, role, major projects, managers, expenditures, ability, communication, seasoned accountant, large projects, aspect, complex reconciliations, remarkable record, financial reporting, evolving processes, organization, precision, various systems, doubt, keen appreciation, financial aspects, expertise ",0.7398256,0.5715185
214,403,,,,"remarkable contributions, exceptional skills, enhancements, excellence, accountant, tools, genuine passion, functionality, role, communication, responsibilities, complex spending, outstanding evident ability, financial department, financial reporting, evolving processes, thorough financial reports, decade, mastery, competent accountant, close processes",,,"remarkable contributions, exceptional skills, enhancements, excellence, accountant, tools, genuine passion, functionality, role, communication, responsibilities, complex spending, outstanding evident ability, financial department, financial reporting, evolving processes, thorough financial reports, decade, mastery, competent accountant, close processes ",0.74297017,0.5715185
214,505,,,,"proficiency, combined skills, profound commitment, detail, evolving practices, sophisticated financial reporting, stringent regulations, various financial projects, compliance, accounts, adaptability, financial integrity, collaborative spirit, precise financial records, thorough analyses, teamwork, tandem, processes, meticulous attention, organization, remarkable ability, entries, fixed assets, departmental collaborations, extensive expertise, accuracy",,,"proficiency, combined skills, profound commitment, detail, evolving practices, sophisticated financial reporting, stringent regulations, various financial projects, compliance, accounts, adaptability, financial integrity, collaborative spirit, precise financial records, thorough analyses, teamwork, tandem, processes, meticulous attention, organization, remarkable ability, entries, fixed assets, departmental collaborations, extensive expertise, accuracy ",0.7441674,0.5715185
670,816,,,,"quality, skills, exceptional skills, aerospace sector, excellence, smooth operation, downtime, problem-solving, role, privilege, ability, optimal performance, collaboration, solving, technical prowess, departments, various platforms, technical support, customer service, organization, infrastructure, installation, seamless collaboration, issues, assets, exceptional specialist, proactive approach, strong ethic",strong work ethic,Quality Assurance Manager with extensive experience in the aerospace sector,"quality, skills, exceptional skills, aerospace sector, excellence, smooth operation, downtime, problem-solving, role, privilege, ability, optimal performance, collaboration, solving, technical prowess, departments, various platforms, technical support, customer service, organization, infrastructure, installation, seamless collaboration, issues, assets, exceptional specialist, proactive approach, strong ethic strong work ethic",0.75162536,0.71013856
670,633,,,,"accurate tracking, valuable candidate, industry, technical proficiency, partnership, detail, combined experiences, role, unwavering ethic, unique ability, commitment, commendable skills, attention, customer service, depth knowledge, technical knowledge, customers, sales, complex parts, dynamic",,valuable candidate in any technical or sales-oriented environment,"accurate tracking, valuable candidate, industry, technical proficiency, partnership, detail, combined experiences, role, unwavering ethic, unique ability, commitment, commendable skills, attention, customer service, depth knowledge, technical knowledge, customers, sales, complex parts, dynamic ",0.75638086,0.71013856
670,35,,,,"innovation, program, skills, problem-solving, exceptional professional, privilege, ability, collaboration, unique set, solving, support, tenure, time, technical troubleshooting, teams, various platforms, technical support, customer service, seamless operation, training, strong commitment, doubt, future endeavors",,former Personnel Security Specialist,"innovation, program, skills, problem-solving, exceptional professional, privilege, ability, collaboration, unique set, solving, support, tenure, time, technical troubleshooting, teams, various platforms, technical support, customer service, seamless operation, training, strong commitment, doubt, future endeavors ",0.73594767,0.71013856
670,501,,,,"users, collaborative efforts, exemplary performance, industry, solutions, Agent, innovative approaches, oriented mindset, efficiency, crucial asset, specialist, ability, future endeavor, complex problems, technical prowess, various projects, capacity, troubleshooting, technical issues, customer service, seamless resolution, reliable solutions, doubt, exceptional consultative skills, proactive approach",,Geek Squad Agent,"users, collaborative efforts, exemplary performance, industry, solutions, Agent, innovative approaches, oriented mindset, efficiency, crucial asset, specialist, ability, future endeavor, complex problems, technical prowess, various projects, capacity, troubleshooting, technical issues, customer service, seamless resolution, reliable solutions, doubt, exceptional consultative skills, proactive approach ",0.74727297,0.71013856
442,544,,,,"process, excellence, productive teams, detail, role, exceptional professional, efficiency, daily operations, communication, commitment, keen eye, programs, set, colleague, customer service, seamless communication, pleasure, department, complex issues, sales, training, multiple tasks, outstanding professional",,Consumer Banking Default Management Supervisor,"process, excellence, productive teams, detail, role, exceptional professional, efficiency, daily operations, communication, commitment, keen eye, programs, set, colleague, customer service, seamless communication, pleasure, department, complex issues, sales, training, multiple tasks, outstanding professional ",0.7249209,0.3687126
489,571,,,,"board, profound understanding, detail, policies, outstanding competence, vital role, role, compliance, line, laws, leader, practices, significant contribution, exceptional coordinator, meticulous attention, files, pressure, engagement, talented professional, strategic mindset, fortunate organization, training, aspects",,leader in the field,"board, profound understanding, detail, policies, outstanding competence, vital role, role, compliance, line, laws, leader, practices, significant contribution, exceptional coordinator, meticulous attention, files, pressure, engagement, talented professional, strategic mindset, fortunate organization, training, aspects ",0.7212062,0.34274465
489,503,,,,"functions, professionalism, professional, policies, complex projects, operational excellence, impressive capabilities, federal laws, compliance, strategies, objectives, ability, sensitive information, activities, commitment, effective practices, organization, exceptional proficiency, Generalist, pressure, adeptness, issues, high standards, training, positive culture",,,"functions, professionalism, professional, policies, complex projects, operational excellence, impressive capabilities, federal laws, compliance, strategies, objectives, ability, sensitive information, activities, commitment, effective practices, organization, exceptional proficiency, Generalist, pressure, adeptness, issues, high standards, training, positive culture ",0.72515446,0.34274465
825,201,,,,"keen ability, skilled professional, clear understanding, detail, problem-solving, policies, qualities, tasks, role, pursuit, Scheduler, communication, administrative tasks, customer service, safety, remarkable ability, importance, schedules, strong attention, recognition, effective communication",skilled professional,Planner/Scheduler,"keen ability, skilled professional, clear understanding, detail, problem-solving, policies, qualities, tasks, role, pursuit, Scheduler, communication, administrative tasks, customer service, safety, remarkable ability, importance, schedules, strong attention, recognition, effective communication skilled professional",0.7454664,0.5361079
825,883,,,,"project management, other, shared goal, care, excellence, detail, professional journey, diverse backgrounds, professionals, ability, individuals, advocacy, commitment, careers, other hand, focused role, customer service, outstanding skills, skilled scheduler, health, precision, exceptional teller, volumes, healthcare, remarkable attention, various teams, tellers",,,"project management, other, shared goal, care, excellence, detail, professional journey, diverse backgrounds, professionals, ability, individuals, advocacy, commitment, careers, other hand, focused role, customer service, outstanding skills, skilled scheduler, health, precision, exceptional teller, volumes, healthcare, remarkable attention, various teams, tellers ",0.7268164,0.5361079
445,333,,,,"resilience, board, such commitment, social equity, advocate, role, complex casework, necessary resources, passion, communication, individuals, tenure, commitment, capacity, communities, same determination, precision, issues, fortunate organization, doubt, diverse systems, various challenges, exceptional organizational skills, multiple stakeholders, underprivileged populations, distress",,Finance Specialist,"resilience, board, such commitment, social equity, advocate, role, complex casework, necessary resources, passion, communication, individuals, tenure, commitment, capacity, communities, same determination, precision, issues, fortunate organization, doubt, diverse systems, various challenges, exceptional organizational skills, multiple stakeholders, underprivileged populations, distress ",0.723422,0.39012954
445,24,,,,"intervention, significant contributions, vulnerable populations, community, mission, lives, privilege, services, communication, deep commitment, resources, remarkable skills, support, individuals, expertise, tenure, need, various sectors, future role, tireless efforts, organizational initiatives, access, issues, domestic violence, healthcare, vital services",,,"intervention, significant contributions, vulnerable populations, community, mission, lives, privilege, services, communication, deep commitment, resources, remarkable skills, support, individuals, expertise, tenure, need, various sectors, future role, tireless efforts, organizational initiatives, access, issues, domestic violence, healthcare, vital services ",0.7161511,0.39012954
445,991,,,,"clinical services, intervention, remarkable asset, vulnerable populations, excellence, tailored support, grace, lives, exceptional interpersonal skills, ability, resources, diverse populations, commitment, need, others, career, organization, women, complex social systems, distinct privilege, mental health, great confidence, future endeavors, necessary services",,Senior Manager in National Sales Finance,"clinical services, intervention, remarkable asset, vulnerable populations, excellence, tailored support, grace, lives, exceptional interpersonal skills, ability, resources, diverse populations, commitment, need, others, career, organization, women, complex social systems, distinct privilege, mental health, great confidence, future endeavors, necessary services ",0.7394965,0.39012954
213,254,,,,"keen ability, personnel, role, testament, philanthropic efforts, administrative tasks, interactions, supportive atmosphere, various industries, value, customer service, organization, engagement, multiple operations, mentoring, deep understanding, capability, impressive versatility, strong commitment, future endeavors, healthcare, peers",,Summer Camp Counselor,"keen ability, personnel, role, testament, philanthropic efforts, administrative tasks, interactions, supportive atmosphere, various industries, value, customer service, organization, engagement, multiple operations, mentoring, deep understanding, capability, impressive versatility, strong commitment, future endeavors, healthcare, peers ",0.7360724,0.60177875
213,598,,,,"innovation, strong skills, diverse environments, detail, organizational goals, role, transition, leadership, privilege, communication, impressive capacity, multifaceted challenges, evident commitment, supportive atmosphere, others, customer service, coordination, issues, creativity, operations, workplace, exceptional talent, professional competency, outstanding leadership, unique combination",,Customer Service Associate,"innovation, strong skills, diverse environments, detail, organizational goals, role, transition, leadership, privilege, communication, impressive capacity, multifaceted challenges, evident commitment, supportive atmosphere, others, customer service, coordination, issues, creativity, operations, workplace, exceptional talent, professional competency, outstanding leadership, unique combination ",0.7439425,0.60177875
213,414,,,,"potential, solid foundation, problem-solving, contrast, role, strategic approach, ability, communication, compassionate communication, regulations, commitment, leader, critical importance, settings, organizational acumen, artistic experiences, operations, various stakeholders, strong interpersonal skills",,Certified Nurse Assistant,"potential, solid foundation, problem-solving, contrast, role, strategic approach, ability, communication, compassionate communication, regulations, commitment, leader, critical importance, settings, organizational acumen, artistic experiences, operations, various stakeholders, strong interpersonal skills ",0.7416152,0.60177875
683,679,,,,"exceptional communication, diverse clientele, skills, sessions, transactions, contrast, role, leadership, team leadership, communication, ability, information, successes, wealth, commitment, perfect blend, strong foundation, customer service, record, significant projects, health, volumes, importance, customers, training, diligence, distinguished tenure, military, patience, large teams",positive attitude,Sales Associate for over two years,"exceptional communication, diverse clientele, skills, sessions, transactions, contrast, role, leadership, team leadership, communication, ability, information, successes, wealth, commitment, perfect blend, strong foundation, customer service, record, significant projects, health, volumes, importance, customers, training, diligence, distinguished tenure, military, patience, large teams positive attitude",0.7221107,0.32479924
683,736,,,,"intern, excellence, exceptional leader, detail, certified assistant, collaborative spirit, paced environments, tenure, sector, shared passion, others, programs, attention, interpersonal skills, outstanding achievements, volumes, impressive ability, operations, healthcare, fitness, remarkable leadership, expertise",,certified nurse assistant and home health aide,"intern, excellence, exceptional leader, detail, certified assistant, collaborative spirit, paced environments, tenure, sector, shared passion, others, programs, attention, interpersonal skills, outstanding achievements, volumes, impressive ability, operations, healthcare, fitness, remarkable leadership, expertise ",0.72074264,0.32479924
683,125,,,,"involvement, detail, problem-solving, seasoned executive, operational excellence, operational achievements, leadership, same level, inspections, ability, compassionate nature, various collaborations, operation, impressive results, teams, participation, others, interpersonal awareness, attention, productivity, compassionate approach, patients, opportunity, remarkable talent, discrepancies, training, strong commitment, doubt, development",,seasoned manufacturing and operations executive with extensive experience in leading high-performance teams and enhancing productivity,"involvement, detail, problem-solving, seasoned executive, operational excellence, operational achievements, leadership, same level, inspections, ability, compassionate nature, various collaborations, operation, impressive results, teams, participation, others, interpersonal awareness, attention, productivity, compassionate approach, patients, opportunity, remarkable talent, discrepancies, training, strong commitment, doubt, development ",0.7331683,0.32479924
683,817,,,,"physical health, skills, care, values, professional, continual growth, physical readiness, reliability, role, Scribe, Operator, commitment, participation, impressive combination, career, operations management, positive rapport, tailored programs, healthcare",,Medical Scribe with extensive experience in patient care and a passion for healthcare,"physical health, skills, care, values, professional, continual growth, physical readiness, reliability, role, Scribe, Operator, commitment, participation, impressive combination, career, operations management, positive rapport, tailored programs, healthcare ",0.7217467,0.32479924
683,53,,,,"significant support, strong skills, excellence, technical proficiency, detail, rare combination, reliability, inspections, privilege, team leadership, ability, Operator, logistics, commitment, sector, ethic, participation, others, certifications, person, attention, career, operations, training, complex operations, military, future endeavors, foundation",,Receiving Manager with extensive experience in logistics and team leadership,"significant support, strong skills, excellence, technical proficiency, detail, rare combination, reliability, inspections, privilege, team leadership, ability, Operator, logistics, commitment, sector, ethic, participation, others, certifications, person, attention, career, operations, training, complex operations, military, future endeavors, foundation ",0.71211886,0.32479924
822,72,,,,"Grade, major retail company, industry, reliable nature, passion, smooth operations, solid understanding, future role, capacity, previous experiences, expectations, multiple responsibilities, customer service, career, organization, remarkable ability, customers, attentiveness, outstanding leadership, same enthusiasm, visual merchandising",,Sales Associate and Nights and Weekend Manager further underscore their reliable and detail-oriented nature,"Grade, major retail company, industry, reliable nature, passion, smooth operations, solid understanding, future role, capacity, previous experiences, expectations, multiple responsibilities, customer service, career, organization, remarkable ability, customers, attentiveness, outstanding leadership, same enthusiasm, visual merchandising ",0.7449899,0.58305883
822,612,,,,"teacher, excellence, qualities, context, passion, operational efficiency, ability, communication, collaboration, time, commitment, classroom, multiple responsibilities, customer service, outstanding skills, associates, organization, fantastic asset, training, engaging plans, exceptional talent, proactive approach, development, brand",,4th and 5th-grade teacher,"teacher, excellence, qualities, context, passion, operational efficiency, ability, communication, collaboration, time, commitment, classroom, multiple responsibilities, customer service, outstanding skills, associates, organization, fantastic asset, training, engaging plans, exceptional talent, proactive approach, development, brand ",0.73358727,0.58305883
648,629,,,,"exemplary performance, professionalism, problem-solving, solid foundation, complex transactions, testament, payments, regulatory frameworks, invaluable insights, banking, solving, expertise, enhanced performance, finance, accounting, processes, customer service, career, organization, pleasure, financial operations, remarkable ability, department, consistent recognition, proactive approach, projects",,Staff Accountant,"exemplary performance, professionalism, problem-solving, solid foundation, complex transactions, testament, payments, regulatory frameworks, invaluable insights, banking, solving, expertise, enhanced performance, finance, accounting, processes, customer service, career, organization, pleasure, financial operations, remarkable ability, department, consistent recognition, proactive approach, projects ",0.73830765,0.49468523
648,909,,,,"appraisals, problem-solving, professional journey, detail, accountant, role, operational efficiency, solving skills, payments, ability, banking, exceptional relations, commitment, sector, complex queries, consistent excellence, financial accuracy, accounting, customer service, pleasure, talents, opportunity, operations, tight deadlines, diverse activities, meticulous budgeting, expertise",,,"appraisals, problem-solving, professional journey, detail, accountant, role, operational efficiency, solving skills, payments, ability, banking, exceptional relations, commitment, sector, complex queries, consistent excellence, financial accuracy, accounting, customer service, pleasure, talents, opportunity, operations, tight deadlines, diverse activities, meticulous budgeting, expertise ",0.7369335,0.49468523
648,299,,,,"skilled professional, exceptional skills, detail, problem-solving, complex transactions, financial institution, payments, compliance, sector, inquiries, asset, solving capabilities, customer service, career, accolades, prominent institutions, operations, decade, investigations",skilled professional,,"skilled professional, exceptional skills, detail, problem-solving, complex transactions, financial institution, payments, compliance, sector, inquiries, asset, solving capabilities, customer service, career, accolades, prominent institutions, operations, decade, investigations skilled professional",0.72485346,0.49468523
882,209,,,,"financial acumen, approach, exceptional skills, competitive options, budgets, problem-solving, financial goals, rapport, proven record, significant growth, objectives, communication, automotive industry, sales goals, finance, remarkable commitment, company, necessary qualities, strategic leadership, high standards, customers, sales, current role, manager, capabilities",proven track record,,"financial acumen, approach, exceptional skills, competitive options, budgets, problem-solving, financial goals, rapport, proven record, significant growth, objectives, communication, automotive industry, sales goals, finance, remarkable commitment, company, necessary qualities, strategic leadership, high standards, customers, sales, current role, manager, capabilities proven track record",0.74458736,0.49685314
882,510,,,,"various entities, competitive options, excellence, fields, contrast, professionals, leadership, compliance, goals, capital, valuable services, individuals, strong record, federal returns, commitment, outstanding results, diverse industries, strong foundation, retail sectors, financial analysis, dedicated accountant, respective skills, real estate, customers, sales, negotiation, manager, expertise",,finance manager in the retail and automotive sectors,"various entities, competitive options, excellence, fields, contrast, professionals, leadership, compliance, goals, capital, valuable services, individuals, strong record, federal returns, commitment, outstanding results, diverse industries, strong foundation, retail sectors, financial analysis, dedicated accountant, respective skills, real estate, customers, sales, negotiation, manager, expertise ",0.72243303,0.49685314
623,697,,,,"innovative approach, financial leadership, department, leadership, highest standards, compliance, financial analysis, financial reporting, hands style, various financial operations, organization, risks, respective organizations, individuals, unique blend, expertise, significant savings, context",,,"innovative approach, financial leadership, department, leadership, highest standards, compliance, financial analysis, financial reporting, hands style, various financial operations, organization, risks, respective organizations, individuals, unique blend, expertise, significant savings, context ",0.73533076,0.5240136
411,212,,,,"strong skills, excellence, multiple departments, employees, various programs, operational efficiency, testament, ability, communication, collaboration, time, former colleague, commitment, organizations, teams, growth, strategic planning, financial intricacies, organization, improvements, operations, decades, exceptional leadership",,Program Administrator,"strong skills, excellence, multiple departments, employees, various programs, operational efficiency, testament, ability, communication, collaboration, time, former colleague, commitment, organizations, teams, growth, strategic planning, financial intricacies, organization, improvements, operations, decades, exceptional leadership ",0.7103738,0.15168893
